title,description,link,pubDate,creator
"'Biggest case on the planet' pits kids vs. climate change","A pioneering lawsuit against the U.S. government has won the right to a trial, overcoming the Trump administration's efforts to cancel it in court.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/SrKKkkJVFLg/,"9 November 2018 2:45:00",
"The map that popularized the word ‘gerrymander’","The practice wasn’t new in 1812. But a map in a newspaper gave it a name that stuck.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/D5-plb6Thhk/,"6 November 2018 5:00:00",
"Why do we have daylight saving time? 100 years of history","Get the facts about springing forward and falling back, a tradition that was established in the U.S. in 1918.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Mcu2vIiStHk/,"2 November 2018 4:01:00",
"Everything you need to know about Halloween 2018","From the holiday’s Celtic history to this year’s top costumes, here’s what to know to have a smart and scary holiday.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/TBlAKggddDY/,"31 October 2018 2:00:00",
"Five of Museum of the Bible's Dead Sea Scrolls are forgeries","With the museum’s support, scholars are racing to understand the disputed Biblical texts.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Ar9vp-VWIBQ/,"22 October 2018 7:15:00",
"12 extraordinary pictures show animals headed for extinction","There are thousands of species that may not be around for long.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/NnhYocTP5VY/,"22 October 2018 12:00:00",
"15 spooky houses for Halloween","We're definitely creeped out by this photo gallery.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/lY9TD9MG8pM/,"22 October 2018 11:00:00",
"What’s really in Antarctica’s mysterious blood falls","The eerily gory waterfall is not in fact made of blood, and a new study shows just what gives it its unique color.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Bg8FMLYJywI/,"22 October 2018 8:00:00",
"Meet 5 ""zombie"" parasites that mind-control their hosts","It's no Halloween movie—some parasites hijack their hosts' brains to make them act in horrific ways.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/_8X7Cl5rL5c/,"22 October 2018 7:30:00",
"6 ghostly animals just in time for Halloween","From a deep-sea shark to a dancing moth, some wild animals have earned a spooky reputation.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/_Axvte40Z1c/,"22 October 2018 4:02:00",
"Take me out to the ball game: 15 unique baseball photos","From a bat factory to Amish Country to the World Series, see our favorite baseball photos from the National Geographic archives.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/eFE4WT7CRyo/,"19 October 2018 12:00:00",
"These animals’ screams will chill your blood","The spookiest sounds on Halloween are made by creatures of the night.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/W66T3t8SIjk/,"19 October 2018 5:45:00",
"Halloween: costumes, history, myths, and more","Get the facts on Halloween's history and why we love it so much today.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/efQPlpdGaPw/,"19 October 2018 4:00:00",
"Wreckage of WWII-era warship U.S.S. Indianapolis found after 72 years","A search led by billionaire Paul Allen locates the cruiser at the bottom of the Philippine Sea.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/VPkOuKlNxJI/,"17 October 2018 2:12:00",
"Sunken World War II aircraft carrier found by deep-sea expedition","Known for deep-sea exploration efforts uncovering military ships in the past, Paul Allen's personal search team has helped to discover a lost aircraft carrier.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Zjo5dri_LII/,"16 October 2018 9:34:00",
"How Microsoft billionaire found largest sunken battleship","High-tech tools, including an undersea ""mountain goat,"" and years of research led to the discovery of the WWII-era Musashi in the Pacific.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/u7eV9JOZQjk/,"16 October 2018 1:41:00",
"Cecil the Lion Died Amid Controversy—Here's What's Happened Since","Cecil’s killing sparked what’s been called the biggest global response to a wildlife story ever.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/3TLUm7_jt7U/,"15 October 2018 1:00:00",
"9 countries and the EU protected the Arctic Ocean before the ice melts","Climate change is so quickly melting the far north that key nations just agreed to prohibit commercial fishing in the high seas of the Arctic for at least 16 years.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/h4ESVvpT4Vo/,"10 October 2018 4:00:00",
"Who Are the Nobel Prize Winners? We've Crunched the Numbers.","We dove into 115 years’ worth of past laureates, and the data revealed some striking trends.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/NWTydoSuObI/,"3 October 2018 1:40:00",
"These countries changed their names. Here's how it worked out.","Macedonia's movement to rename itself is the latest in a series of shifts in country names around the world. Here's a look back at some of the most famous.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/xlaSdWxirmk/,"2 October 2018 2:45:00",
"Halloween Costume Pictures: Spooky Styles a Century Ago","From roller skates to swastikas, see how people in the early 1900s celebrated what one expert calls the United States' ""rogue holiday.""",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/z27Gjl7hrx0/,"2 October 2018 2:12:00",
"Will Indonesia Be Ready for the Next Tsunami?","After a 2004 catastrophic tsunami killed nearly 170,000 people in Indonesia, is the country ready for the next one?",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/PowfBwgmOkA/,"28 September 2018 4:00:00",
"The Fall Equinox Is Here! Wait, What's the Fall Equinox?","It comes twice a year and marks the first day of fall, but a lot of people don't understand this celestial alignment.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/GAwY-gpxfgs/,"21 September 2018 2:00:00",
"No, Captain Cook's Ship Hasn't Been Found Yet","What we know and don't know about the wreck of the H.M.B.&nbsp;Endeavour.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/C32a2C7NTWY/,"19 September 2018 2:23:00",
"Remembering 9/11 in Pictures","Indelible photos mark one of America's darkest days.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/iFBSeXfYJ2U/,"11 September 2018 2:45:00",
"Snakeless in Ireland: Blame Ice Age, Not St. Patrick","One man is credited with taking all snakes out of Ireland, but science tells a different story.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Wl4-xh8fDNQ/,"16 August 2018 6:28:02",
"Would a U.S. Space Force Be Legal? Get the Facts.","As the Trump Administration calls for a new military branch, get the plan's pros and cons and learn the rules governing off-world soldiers.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/g9cjCUI6o5s/,"9 August 2018 5:40:00",
"What Do Wild Animals Do in Wildfires?","Big wildfires, like those tearing through Northern California, can hurt some animals—while others escape, and some species even thrive.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/SKHOZDThrZM/,"30 July 2018 4:00:00",
"5 Reasons to Like the U.S. Environmental Protection Agency","It keeps a lot of dangerous stuff from being dumped in our air, water, and land.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/qMh6kPRER6E/,"5 July 2018 8:00:00",
"Living Fireworks, These Animals Produce Light Shows with Their Bodies","A variety of animals produce bioluminescent light, creating signals that can be used for mating and communication.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/k5x-bZMzcJM/,"30 June 2018 4:01:00",
"Rule to Allow Hunting Could Doom Rare Red Wolves","Wildlife experts aren’t keen on a plan by the government to allow private landowners to shoot wolves living on their land.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/D5XD8mdxlho/,"29 June 2018 9:53:39",
"Learning to Love Dogs in Kigali","Rwandans are embracing dogs as pets in spite of the country’s dark canine history.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/9YOe37BdHAk/,"29 June 2018 8:32:25",
"The Last Cowboys: A Cattle-Ranching Family Fights to Survive","Bucking broncs, drought, and tourism are just a few challenges for the Wright family’s 150-year-old way of life.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/rqhdETnJnn0/,"29 June 2018 7:00:00",
"Headless Pompeii Victim Wasn't Crushed to Death, After All","A surprising new discovery reveals the truth about what really happened to an unfortunate man in 79 A.D.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/in5H0D5Ej4g/,"29 June 2018 3:26:43",
"Why This Zoo Lion Killed a Lost Water Bird","When a heron inexplicably ended up in the lion enclosure, the big cat’s instincts sprung into action.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/MfYuF422zBM/,"28 June 2018 9:17:59",
"What's Giving Some Beachgoers Rashes? Get the Facts.","Lifeguards reported this year’s first cases of sea lice, which aren’t lice at all.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/aDwU11IOFug/,"28 June 2018 8:54:00",
"Humans Gave Leprosy to Armadillos. Now, They’re Giving It Back","Wild armadillo meat is popular in Brazil, but a new study shows those who eat it put themselves at risk of contracting leprosy.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/9lapYxTE8H0/,"28 June 2018 6:08:20",
"Meet the 'Kickboxing Grannies' of Kenya's Most Dangerous Slum","A group of grandmothers hailing from Korogocho have come together to protect and empower themselves and their community.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/_xHWxoDX1PE/,"28 June 2018 5:17:41",
"Gorgeous Panoramic Paintings of National Parks Now Online","The iconic illustrations by Austrian artist Heinrich Berann have been digitized in high resolution for the first time, three decades after they were created.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/j_qOsijoSJU/,"28 June 2018 4:29:03",
"Right Stuff for Life Found on Small Saturn Moon","Data from a dead spacecraft suggest that this world may be the best place besides Earth for life as we know it.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/r1EetQuRsfo/,"27 June 2018 5:00:07",
"Coldest Place on Earth Found—Here's How","""It's a place where Earth is so close to its limit, it's almost like another planet.""",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/DE-c1IXtV44/,"27 June 2018 3:34:08",
"Why These Leopard Sisters Are Mating With the Same Male","This unusual arrangement was likely the result of the two females coincidentally going into heat at the same time.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Ql9pqrpK3Hw/,"27 June 2018 3:16:45",
"19 Eel Smugglers Sentenced, But Lucrative Trade Persists","With prices for baby eels soaring to a high of nearly $3,000 a pound, illegal traders continue to chance their luck with the police.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/uNa0ag3jL-g/,"27 June 2018 1:50:11",
"Tropical Forest Loss Slowed in 2017—To the Second Worst Total Ever","Brazil and the Democratic Republic of the Congo lost the most; things improved in Indonesia. Here are five takeaways from a new report.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/ya0S1lmnbfM/,"27 June 2018 7:47:00",
"Amid a Civil War, These Syrians Keep Dancing","The group calling themselves 'Dare' says they are using dance as an agent of change in a nation beset by conflict.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/WJ4nf3n1urI/,"26 June 2018 7:05:43",
"How Ancient Mummies Helped This Soccer Player Get to the World Cup","After Paolo Guerrero tested positive for cocaine, scientists used Inca mummies to argue that the result may have been influenced by something else.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/KFEyclAeB6M/,"26 June 2018 3:56:01",
"National Geographic Explorer and Space Architect Dies at 53","A pioneer in her field, Constance Adams’ love of the solar system and Earth fueled her life’s work.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/NSPPyd1tX2o/,"25 June 2018 10:40:23",
"What Does It Take to Raise a Flamingo?","A zoo celebrates as its flamingo flock gives birth to five new chicks—but the process is more difficult than it may seem.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/CQ4I2vlM1cA/,"25 June 2018 9:34:00",
"Birds That Leave Nest Too Late Can Endanger Their Families","A baby bird’s ability to move and its chances of survival are closely tied, a new study finds.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/KxaiufbwzAY/,"25 June 2018 8:57:36",
"Could DNA Testing Reunite Immigrant Families? Get the Facts.","Genetic testing offers a potential solution to the crisis, but logistics and privacy concerns pose major challenges.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Zc61nE0PB-s/,"25 June 2018 8:00:25",
"Meet the Bug That Armors Itself With Shells","The caddisfly is one of many insects that get creative in shielding themselves from predators.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/TP02zMSHZFM/,"23 June 2018 9:00:00",
"Why the Short-Lived Pony Express Still Fascinates Us","The Pony Express operated for less than two years, but its legend—burnished by Buffalo Bill Cody—lives on.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/VaNkjFoHixs/,"23 June 2018 4:01:00",
"Here’s What Makes a Dripping Faucet Go ‘Plink’","Annoyed by the persistent dripping of water in a bucket, one scientist set out to learn what creates the distinctive sound.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Val6a1qUrM0/,"22 June 2018 8:25:00",
"Delusions of Infestation Aren't as Rare as You'd Think","More people are turning to entomologists to identify parasites they believe are crawling on their bodies, but which turn out not to be real.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/mNQQNLeWG7c/,"22 June 2018 7:44:00",
"Could Humans and Dinosaurs Coexist? Here's the Science.","“The dinosaurs would be aliens in our world.”",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/URadcpaUZ98/,"22 June 2018 6:55:21",
"Why These Children Are Forced to Scale a 40-Foot Well","A short video shows young girls in India climbing into dangerous, deep wells to retrieve worm-infested water.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/uum2UlEd5g8/,"22 June 2018 6:38:38",
"World’s Biggest Pig Captured in Rare Video","The 600-pound giant forest hog is expert at avoiding people, who are increasingly hunting the animal in its African habitat.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/xvA7dsx4TLo/,"22 June 2018 6:23:00",
"Smoking Ocean Vents Found in Surprisingly Shallow Water","Scientists have found new hydrothermal vents off the Azores, and they may harbor unique life.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/0B30d3n8J4E/,"21 June 2018 8:29:00",
"Orcas Slap, Kill, But Don't Eat Their Prey","It’s impossible to tell why the whales didn’t eat their prey, one expert says, but here are a few suggestions.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/J_WVG0f6ses/,"21 June 2018 7:45:32",
"Syphilis DNA Pulled From Colonial-Era Bones","The 350-year-old genes may help researchers settle the debate about where the disease originated.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/1ZZVj28Q8bs/,"21 June 2018 6:00:14",
"Ancient Royal Tomb Yields Strange New Ape Species","The toothy creature provides rare evidence of early human-caused extinctions.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/xenH9FoUOzE/,"21 June 2018 6:00:13",
"Den of Mountain Lion Kittens Found in Unlikely Place","National Park Service researchers discovered a litter of four cougar kittens near California’s Simi Hills, an area surrounded by highways.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/KFQZfNOfp5U/,"21 June 2018 4:24:46",
"Why Koko the Gorilla Mattered","Featured twice on the cover of National Geographic magazine, Koko led to major revelations about animal empathy and communication.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/D7wzIV2NK9Q/,"21 June 2018 2:48:00",
"UNESCO Biosphere Reserve Drops Monkey Circus","At Vietnam’s Can Gio reserve, monkeys performed tricks in subpar conditions. The circus has left—but the monkeys remain in possession of the corporation.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/79xJeo-MbjQ/,"21 June 2018 2:11:57",
"This Summer Solstice, Earth's Days Are Longer Than Ever","Earth hasn't always had a 24-hour day. Here's what that means for the June solstice.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/R11j2ktWBqw/,"20 June 2018 9:20:55",
"Why T. Rex Couldn't Waggle Its Tongue","Scientists were in for a surprise after peering inside the mouths of modern alligators and birds.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/V39WUA2jXTQ/,"20 June 2018 7:34:00",
"Can Bees Help Save Elephants From Train Strikes?","In India, where elephants are hit by trains, people are trying innovative solutions.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/9q_Nc41EVM4/,"20 June 2018 6:55:00",
"This Bird Has Been Singing the Same Song for 1,000 Years","The American swamp sparrow’s amazing ability to pass down its song perfectly is an example of handing down a cultural tradition, scientists say.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/CEqicsR1-18/,"20 June 2018 4:06:26",
"After Fleeing War, Refugee Children Face Lasting Psychological Trauma","In Lesbos, Greece, young refugees cope with a growing mental health crisis.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/cwiaAxTXifg/,"20 June 2018 2:21:48",
"Some Rivers Are So Drug-Polluted, Their Eels Get High on Cocaine","Illegal drug residues in the water could be affecting native fish.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/nCTGulVLJHA/,"20 June 2018 10:00:00",
"These Groundbreaking Photos Show Two Worlds in One","Photographer David Doubilet's ""over-under"" images present a view of the ocean most people will never get to experience.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/RRq9AHNFZBs/,"20 June 2018 10:00:00",
"Why This Rare Lobster Is Colored Like Blue Cotton Candy","The critter’s pastel rainbow hues may be the result of a genetic mutation or an unusual diet.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/0cT0hOvtfNk/,"19 June 2018 8:18:33",
"Why Great White Sharks Hang Out in Warm Whirlpools","New research on famous white sharks Mary Lee and Lydia shows the giant fish spend a surprising amount of time in warm oceanic eddies.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/2pkZxP2antM/,"19 June 2018 6:58:47",
"Leopard Plays With Prey’s Own Bones","Rare video shows big cat tearing open its warthog victim and perusing its innards with its jawbone.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/WizBR0O3aFo/,"19 June 2018 5:40:54",
"What Is Hogweed, the Invading Plant That Burns and Blinds?","The striking plant was brought to North America to decorate gardens and arboretums, but now officials are working to wipe it out.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/awURRkXSTm0/,"19 June 2018 4:55:00",
"Nuns Resurrect Endangered Salamanders in First-of-its-Kind Conservation Effort","This may be the first time a religious group has been involved in amphibian breeding program, an expert says.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/l-e5gABe4U0/,"19 June 2018 12:35:17",
"These 38 Coral Reefs Are Thriving, Despite Threats","A new study found ""oases"" of resilient coral reefs around the world that are beating the odds against warming, pollution, and other impacts.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/zuhCbkNkz1I/,"18 June 2018 11:00:00",
"Rare Manta Ray Nursery Discovered","Off the coast of Texas, a coral reef houses a vibrant nursery ground where young manta rays grow up.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/VRwiGJm1BHw/,"18 June 2018 9:57:43",
"Yellowstone: A Place, A Drama","'Yellowstone' presents a sweeping tableau of family, money, and tradition with some of the West’s most stunning mountains and valleys as a backdrop.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/DeKEmjP3WQs/,"18 June 2018 8:45:00",
"12 Historic LGBTQ Figures Who Changed the World","These activists, artists, doctors, and writers had a lasting impact on communities around the globe.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/t4KorSvRlPs/,"18 June 2018 7:45:00",
"No, World Cup Fans Didn't Trigger an Earthquake. Here's Why.","Mexico's win over Germany rocked Mexico City. But not literally.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/5iipzV8agsA/,"18 June 2018 6:55:03",
"Python Swallows Woman Whole—What Experts Say About the Rare Attack","Development in their native habitat might be influencing their behavior, but humans have a history of conflict with snakes.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/OsKSIk05XWA/,"18 June 2018 5:04:14",
"Long-Lost Panda Relative Revealed by 22,000-Year-Old Fossil","The weathered remains from a cave in China contain the world's oldest sample of panda DNA.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/fFbXJ0mfElo/,"18 June 2018 3:00:00",
"Marine Protected Areas Are Important. But Are They Working?","The world won't meet international ocean conservation targets by 2020, so a team of scientists is looking at what's next for saving our seas.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/cYPr-NNuUgw/,"16 June 2018 11:00:04",
"Searching for Elusive Green Sea Turtles in the Persian Gulf","Scientists are trying to solve riddles about where and how green sea turtles live in the Middle East, one of the world's least-understood turtle populations.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/2sK7PkwB4DE/,"16 June 2018 10:00:03",
"Meet the Single Dads of the Animal World","These fathers fly, swim, and hop the extra mile for their babies.",http://feeds.nationalgeographic.com/~r/ng/News/News_Main/~3/Hw8NuM5pNpE/,"16 June 2018 9:00:00",
"Max Does Europe","Hallå!

You've made it to one of the longest blog posts I may ever write. So long that I'd consider it more of a short novel rather than a single blog post. If you're more of a picture person head over to http://imgur.com/a/seJ1P or my Facebook page for all the images from my trip (including ones not shown here). Alternatively, find me, buy me a beer and sit back and relax while I tell you the ...",http://maxburstein.com/blog/max-does-europe/,"31 December 2015 6:20:23",
"Rendering 12,000 Image Albums at Imgur","Today marks a great day for wallpaper enthusiasts everywhere. Today's the day a newly designed Imgur launches, and with it comes some great performance improvements. My favorite is our new way to load giant albums without ridiculous lag. To put this new algorithm to the test I'm going to compare the perceived load speed of this 12,000 image album to what was previously on the site.

TL;DR


    Utilized React.js more
    Only render DOM elements that are in the ...",http://maxburstein.com/blog/rendering-12000-image-albums-at-imgur/,"14 September 2015 5:12:12",
"My Experience Making My First Android App","Like too many people these days I tend to spend a lot of time on my phone. It's a tough habit to quit. So is playing DotA, my favorite game. Allow me to take you back over the past 3 weeks of getting to know Android development (I'll try to skip through some of the boring parts).

The Start (3 weeks ago)

With the largest e-sports tournament to date kicking off in a few weeks I saw an opportunity to corner ...",http://maxburstein.com/blog/my-experience-making-my-first-android-app/,"15 July 2014 4:23:33",
"From 0 To 500 Users In 7 Days","I recently launched an idea I had been thinking about for quite some time called Problem of the Day. If you haven't checked it out the basic run down is a new programming or logic puzzle every Monday through Friday. Most of the problems are meant to be solvable over breakfast, lunch, or whenever you have some free time.

My goal for this post is to give you some ideas on what I did for my launch so that you can see ...",http://maxburstein.com/blog/from-0-to-500-users-7-days/,"17 March 2014 3:00:17",
"Problem of the Day","I seem to be in to launching things on my birthday. I bought the domain for this site on my birthday and I started work on a site called Problem of the Day which just officially launched today. If you're in to logic puzzles and short programming problems check it out http://www.problemotd.com/.

This site was the first time I needed to send out e-mails in mass quantities. I ended up going with Mandrill and couldn't be happier. If ...",http://maxburstein.com/blog/problem-of-the-day/,"5 March 2014 5:35:51",
